plnt_folio,plnt_nom,tra_oper,tra_kwh,tra_peso,tra_regi,cau_trat,tra_reut,tr_po_pl,tra_cost,raz_op_t,tra_pindo2,gasto_tra_pindo2,tra_pindo1,gasto_tra_pindo1,tra_rareo2,gasto_tra_rareo2,tra_rareo1,gasto_tra_rareo1,tra_ragro2,gasto_tra_ragro2,tra_ragro1,gasto_tra_ragro1,tra_inceo2,gasto_tra_inceo2,tra_inceo1,gasto_tra_inceo1,tra_rotro2,gasto_tra_rotro2,tra_rotro1,gasto_tra_rotro1,tra_intero2,gasto_tra_intero2,tra_intero1,gasto_tra_intero1,tra_regi_a,tra_oper_a,tra_reut_a,tr_po_pl_a,raz_op_t_a,X,POBTOT,P_60YMAS,pob_urb,categoria_poblacion,Estado,Municipio,id_estado,id_municipio,clasif,idh,gdh,tmi,ipca,isal,ieduc,iing
1001,SANTA MONICA,1,368960,404244.6,4,NA,1,12,1235493.21,0,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,Se reutiliza el 100%,Lodos activados,No Aplica,1,948990,102987,901446,Metropolitanos,Aguascalientes,Aguascalientes,1,1,52,0.804,MUY ALTO,5.8,3498.3,0.965,0.671,0.804
1001,PARQUE MEXICO,1,274706,585273.86,4,NA,2,12,1344554.008,0,NA,NA,NA,NA,1,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,1,948990,102987,901446,Metropolitanos,Aguascalientes,Aguascalientes,1,1,52,0.804,MUY ALTO,5.8,3498.3,0.965,0.671,0.804
1002,GUADALUPE ATLAS,1,NA,NA,0,4,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Aplica,Si,No Aplica,No Aplica,No Aplica,2,51536,4697,17760,Urbanos,Aguascalientes,Asientos,1,2,1025,0.665,MEDIO,19.4,1427.5,0.85,0.517,0.669
1002,LAS NEGRITAS,1,NA,NA,0,1.2,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Aplica,Si,No Aplica,No Aplica,No Aplica,2,51536,4697,17760,Urbanos,Aguascalientes,Asientos,1,2,1025,0.665,MEDIO,19.4,1427.5,0.85,0.517,0.669
1002,VILLA JUAREZ,1,216860,556001,2,14.71,2,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estatal,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,2,51536,4697,17760,Urbanos,Aguascalientes,Asientos,1,2,1025,0.665,MEDIO,19.4,1427.5,0.85,0.517,0.669
1002,PLANTA REAL DE ASIENTOS,1,420536,939911,2,NA,2,12,NA,0,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estatal,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,2,51536,4697,17760,Urbanos,Aguascalientes,Asientos,1,2,1025,0.665,MEDIO,19.4,1427.5,0.85,0.517,0.669
1002,PILOTOS,1,NA,NA,0,2.5,0,23,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Aplica,Si,No Aplica,Humedal,No Aplica,2,51536,4697,17760,Urbanos,Aguascalientes,Asientos,1,2,1025,0.665,MEDIO,19.4,1427.5,0.85,0.517,0.669
1002,CIENEGA GRANDE,1,3573,76290,2,3.14,2,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estatal,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,2,51536,4697,17760,Urbanos,Aguascalientes,Asientos,1,2,1025,0.665,MEDIO,19.4,1427.5,0.85,0.517,0.669
1002,COLONIA SAN PEDRO,1,NA,NA,0,0.5,0,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Aplica,Si,No Aplica,Fosa septica,No Aplica,2,51536,4697,17760,Urbanos,Aguascalientes,Asientos,1,2,1025,0.665,MEDIO,19.4,1427.5,0.85,0.517,0.669
1002,JILOTEPEC,1,5231,21726,2,0.49,2,20,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estatal,Si,Se reutiliza solo una fraccion,Laguna anaerobia,No Aplica,2,51536,4697,17760,Urbanos,Aguascalientes,Asientos,1,2,1025,0.665,MEDIO,19.4,1427.5,0.85,0.517,0.669
1002,JARILLAS,1,NA,NA,0,1.8,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Aplica,Si,No Aplica,No Aplica,No Aplica,2,51536,4697,17760,Urbanos,Aguascalientes,Asientos,1,2,1025,0.665,MEDIO,19.4,1427.5,0.85,0.517,0.669
1003,PUERTA DE FRAGUA,1,NA,NA,4,NA,3,32,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No se reutiliza,Terciario,No Aplica,3,58250,7829,28367,Urbanos,Aguascalientes,Calvillo,1,3,1032,0.664,MEDIO,17.6,1506.4,0.865,0.5,0.677
1003,PLANTA CERRO BLANCO,1,NA,NA,2,NA,2,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estatal,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,3,58250,7829,28367,Urbanos,Aguascalientes,Calvillo,1,3,1032,0.664,MEDIO,17.6,1506.4,0.865,0.5,0.677
1003,PLANTA EL SALITRE,1,NA,NA,2,NA,2,20,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estatal,Si,Se reutiliza solo una fraccion,Laguna anaerobia,No Aplica,3,58250,7829,28367,Urbanos,Aguascalientes,Calvillo,1,3,1032,0.664,MEDIO,17.6,1506.4,0.865,0.5,0.677
1003,PLANTA CALVILLO,1,NA,NA,2,NA,2,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estatal,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,3,58250,7829,28367,Urbanos,Aguascalientes,Calvillo,1,3,1032,0.664,MEDIO,17.6,1506.4,0.865,0.5,0.677
1004,COSIO NORTE,1,141813,335063,2,13.5,1,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estatal,Si,Se reutiliza el 100%,Lodos activados,No Aplica,4,17000,1613,8477,Semiurbanos,Aguascalientes,Cosio,1,4,660,0.699,MEDIO,18.3,1835.8,0.859,0.562,0.707
1004,PLANTA COSIO SUR,1,50969,135232,2,3.53,1,12,140000,0,NA,NA,NA,NA,NA,NA,1,10,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estatal,Si,Se reutiliza el 100%,Lodos activados,No Aplica,4,17000,1613,8477,Semiurbanos,Aguascalientes,Cosio,1,4,660,0.699,MEDIO,18.3,1835.8,0.859,0.562,0.707
1004,LA PUNTA,1,NA,NA,0,4.4,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Aplica,Si,No Aplica,No Aplica,No Aplica,4,17000,1613,8477,Semiurbanos,Aguascalientes,Cosio,1,4,660,0.699,MEDIO,18.3,1835.8,0.859,0.562,0.707
1005,P.T.A.R. ALCAZAR,1,NA,NA,4,5,0,32,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No Aplica,Terciario,No Aplica,5,129929,9815,97524,Urbanos,Aguascalientes,Jesus Maria,1,5,297,0.742,ALTO,12.2,2611.8,0.911,0.59,0.76
1005,LA CARTUJA,1,NA,NA,9,NA,0,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Privado,Si,No Aplica,Lodos activados,No Aplica,5,129929,9815,97524,Urbanos,Aguascalientes,Jesus Maria,1,5,297,0.742,ALTO,12.2,2611.8,0.911,0.59,0.76
1005,P.T.A.R. TAPIAS VIEJAS,1,NA,NA,2,0.6,2,20,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estatal,Si,Se reutiliza solo una fraccion,Laguna anaerobia,No Aplica,5,129929,9815,97524,Urbanos,Aguascalientes,Jesus Maria,1,5,297,0.742,ALTO,12.2,2611.8,0.911,0.59,0.76
1005,P.T.A.R LOMITA DE PASO BLANCO,1,NA,NA,2,26.98,2,12,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estatal,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,5,129929,9815,97524,Urbanos,Aguascalientes,Jesus Maria,1,5,297,0.742,ALTO,12.2,2611.8,0.911,0.59,0.76
1005,P.T.A.R PASEOS DE AGUASCALIENTES,2,NA,NA,0,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Aplica,No,No Aplica,No Aplica,En obra por mejora/ampliacion,5,129929,9815,97524,Urbanos,Aguascalientes,Jesus Maria,1,5,297,0.742,ALTO,12.2,2611.8,0.911,0.59,0.76
1005,P.T.A.R. BELMONDO,1,NA,NA,9,NA,0,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Privado,Si,No Aplica,Lodos activados,No Aplica,5,129929,9815,97524,Urbanos,Aguascalientes,Jesus Maria,1,5,297,0.742,ALTO,12.2,2611.8,0.911,0.59,0.76
1005,JESUS MARIA,1,NA,NA,2,75,2,12,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estatal,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,5,129929,9815,97524,Urbanos,Aguascalientes,Jesus Maria,1,5,297,0.742,ALTO,12.2,2611.8,0.911,0.59,0.76
1005,LA PRIMAVERA,1,NA,NA,4,NA,0,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No Aplica,Fosa septica,No Aplica,5,129929,9815,97524,Urbanos,Aguascalientes,Jesus Maria,1,5,297,0.742,ALTO,12.2,2611.8,0.911,0.59,0.76
1005,TRES ARROYOS,1,NA,NA,9,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Privado,Si,No Aplica,No Aplica,No Aplica,5,129929,9815,97524,Urbanos,Aguascalientes,Jesus Maria,1,5,297,0.742,ALTO,12.2,2611.8,0.911,0.59,0.76
1005,CANADA DEL RODEO,1,NA,NA,4,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No Aplica,No Aplica,No Aplica,5,129929,9815,97524,Urbanos,Aguascalientes,Jesus Maria,1,5,297,0.742,ALTO,12.2,2611.8,0.911,0.59,0.76
1005,P.T.A.R. TROJES DE SAN CRISTOBAL,1,NA,NA,9,NA,0,32,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Privado,Si,No Aplica,Terciario,No Aplica,5,129929,9815,97524,Urbanos,Aguascalientes,Jesus Maria,1,5,297,0.742,ALTO,12.2,2611.8,0.911,0.59,0.76
1005,CAMPESTRE RUSCELLO,1,NA,NA,9,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Privado,Si,No Aplica,No Aplica,No Aplica,5,129929,9815,97524,Urbanos,Aguascalientes,Jesus Maria,1,5,297,0.742,ALTO,12.2,2611.8,0.911,0.59,0.76
1005,P.T.A.R. PARQUE INDUSTRIAL DEL VALLE DE AGUASCALIENTES,1,NA,NA,2,NA,2,12,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estatal,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,5,129929,9815,97524,Urbanos,Aguascalientes,Jesus Maria,1,5,297,0.742,ALTO,12.2,2611.8,0.911,0.59,0.76
1005,PTAR LAS JAULAS,1,NA,NA,4,NA,0,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Municipal,Si,No Aplica,Fosa septica,No Aplica,5,129929,9815,97524,Urbanos,Aguascalientes,Jesus Maria,1,5,297,0.742,ALTO,12.2,2611.8,0.911,0.59,0.76
1005,P.T.A.R ARBOLEDAS PASO BLANCO,2,NA,NA,0,NA,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Aplica,No,No Aplica,No Aplica,No recibe agua para tratar,5,129929,9815,97524,Urbanos,Aguascalientes,Jesus Maria,1,5,297,0.742,ALTO,12.2,2611.8,0.911,0.59,0.76
1005,PASEOS DE LAS HACIENDAS,1,NA,NA,9,NA,0,32,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Privado,Si,No Aplica,Terciario,No Aplica,5,129929,9815,97524,Urbanos,Aguascalientes,Jesus Maria,1,5,297,0.742,ALTO,12.2,2611.8,0.911,0.59,0.76
1006,PLANTA PABELLON DE ARTEAGA,1,NA,NA,2,NA,1,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Estatal,Si,Se reutiliza el 100%,Lodos activados,No Aplica,6,47646,4481,35351,Semiurbanos,Aguascalientes,Pabellon de Arteaga,1,6,285,0.744,ALTO,11.6,2230.6,0.916,0.61,0.736
1006,PLANTA EMILIANO ZAPATA,1,NA,NA,2,NA,1,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Estatal,Si,Se reutiliza el 100%,Lodos activados,No Aplica,6,47646,4481,35351,Semiurbanos,Aguascalientes,Pabellon de Arteaga,1,6,285,0.744,ALTO,11.6,2230.6,0.916,0.61,0.736
1007,MAR NEGRO,1,NA,NA,0,0.8,0,23,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Aplica,Si,No Aplica,Humedal,No Aplica,7,57369,5264,42562,Urbanos,Aguascalientes,Rincon de Romos,1,7,361,0.733,ALTO,13.7,2400.9,0.898,0.588,0.747
1007,PLANTA PABELLON DE HIDALGO,1,110340,192504,6,6.57,0,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estatal,Si,No Aplica,Lodos activados,No Aplica,7,57369,5264,42562,Urbanos,Aguascalientes,Rincon de Romos,1,7,361,0.733,ALTO,13.7,2400.9,0.898,0.588,0.747
1007,SAN JUAN DE LA NATURA,1,59380,148643,6,2.67,0,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estatal,Si,No Aplica,Lodos activados,No Aplica,7,57369,5264,42562,Urbanos,Aguascalientes,Rincon de Romos,1,7,361,0.733,ALTO,13.7,2400.9,0.898,0.588,0.747
